Umlauf_ID;Name;Uhrzeit;Richtung;Type
1;1;03:18:00;1;W
1;8;03:18:00;1;W
1;4;04:27:00;2;W
1;4;04:28:00;2;W
1;4;04:29:00;2;W
1;4;04:30:00;2;W
1;4;04:31:00;2;W
1;4;04:33:00;2;W
1;4;04:35:00;2;W
1;4;04:36:00;2;W
1;4;04:37:00;2;W
1;4;04:38:00;2;W
1;4;04:39:00;2;W
1;4;04:40:00;2;W
1;4;04:41:00;2;W
1;4;04:42:00;2;W
1;4;04:43:00;2;W
1;4;04:45:00;2;W
1;4;04:47:00;2;W
1;4;04:49:00;2;W
1;4;04:58:00;3;W
1;4;05:00:00;3;W
1;4;05:03:00;3;W
1;4;05:04:00;3;W
1;4;05:05:00;3;W
1;4;05:06:00;3;W
1;4;05:08:00;3;W
1;4;05:09:00;3;W
1;4;05:11:00;3;W
1;4;05:12:00;3;W
1;4;05:13:00;3;W
1;4;05:15:00;3;W
1;4;05:17:00;3;W
1;4;05:19:00;3;W
1;4;05:20:00;3;W
1;4;05:22:00;3;W
2;1;03:22:00;6;W
2;8;03:22:00;6;W
2;4;03:57:00;7;W
2;4;03:58:00;7;W
2;4;03:59:00;7;W
2;4;04:00:00;7;W
2;4;04:01:00;7;W
2;4;04:03:00;7;W
2;4;04:05:00;7;W
2;4;04:06:00;7;W
2;4;04:08:00;7;W
2;4;04:10:00;7;W
2;4;04:12:00;7;W
2;4;04:14:00;7;W
2;4;04:15:00;7;W
2;4;04:16:00;7;W
2;4;04:17:00;7;W
2;4;04:18:00;7;W
2;4;04:20:00;7;W
2;4;04:22:00;7;W
2;4;04:24:00;7;W
2;4;04:25:00;8;W
2;4;04:27:00;8;W
2;4;04:30:00;8;W
2;4;04:31:00;8;W
2;4;04:32:00;8;W
2;4;04:33:00;8;W
2;4;04:35:00;8;W
2;4;04:36:00;8;W
2;4;04:38:00;8;W
2;4;04:39:00;8;W
2;4;04:40:00;8;W
2;4;04:41:00;8;W
2;4;04:43:00;8;W
2;4;04:45:00;8;W
2;4;04:47:00;8;W
2;4;04:49:00;8;W
2;4;04:50:00;8;W
2;4;04:52:00;8;W
3;8;03:57:00;6;W
3;4;04:57:00;7;W
3;4;04:58:00;7;W
3;4;04:59:00;7;W
3;4;05:00:00;7;W
3;4;05:01:00;7;W
3;4;05:03:00;7;W
3;4;05:05:00;7;W
3;4;05:06:00;7;W
3;4;05:08:00;7;W
3;4;05:10:00;7;W
3;4;05:12:00;7;W
3;4;05:14:00;7;W
3;4;05:15:00;7;W
3;4;05:16:00;7;W
3;4;05:17:00;7;W
3;4;05:18:00;7;W
3;4;05:20:00;7;W
3;4;05:22:00;7;W
3;4;05:24:00;7;W
3;4;05:25:00;8;W
3;4;05:27:00;8;W
3;4;05:30:00;8;W
3;4;05:31:00;8;W
3;4;05:32:00;8;W
3;4;05:33:00;8;W
3;4;05:35:00;8;W
3;4;05:36:00;8;W
3;4;05:38:00;8;W
3;4;05:39:00;8;W
3;4;05:40:00;8;W
3;4;05:41:00;8;W
3;4;05:43:00;8;W
3;4;05:45:00;8;W
3;4;05:47:00;8;W
3;4;05:49:00;8;W
3;4;05:50:00;8;W
3;4;05:52:00;8;W
4;8;03:58:00;1;W
4;4;05:27:00;2;W
4;4;05:28:00;2;W
4;4;05:29:00;2;W
4;4;05:30:00;2;W
4;4;05:31:00;2;W
4;4;05:33:00;2;W
4;4;05:35:00;2;W
4;4;05:36:00;2;W
4;4;05:37:00;2;W
4;4;05:38:00;2;W
4;4;05:39:00;2;W
4;4;05:40:00;2;W
4;4;05:41:00;2;W
4;4;05:42:00;2;W
4;4;05:43:00;2;W
4;4;05:45:00;2;W
4;4;05:47:00;2;W
4;4;05:49:00;2;W
4;4;05:53:00;3;W
4;4;05:55:00;3;W
4;4;05:58:00;3;W
4;4;05:59:00;3;W
4;4;06:00:00;3;W
4;4;06:01:00;3;W
4;4;06:03:00;3;W
4;4;06:04:00;3;W
4;4;06:06:00;3;W
4;4;06:07:00;3;W
4;4;06:08:00;3;W
4;4;06:10:00;3;W
4;4;06:12:00;3;W
4;4;06:14:00;3;W
4;4;06:15:00;3;W
4;4;06:17:00;3;W
5;4;03:58:00;3;W
5;4;04:00:00;3;W
5;4;04:03:00;3;W
5;4;04:04:00;3;W
5;4;04:05:00;3;W
5;4;04:06:00;3;W
5;4;04:08:00;3;W
5;4;04:09:00;3;W
5;4;04:11:00;3;W
5;4;04:12:00;3;W
5;4;04:13:00;3;W
5;4;04:15:00;3;W
5;4;04:17:00;3;W
5;4;04:19:00;3;W
5;4;04:20:00;3;W
5;4;04:22:00;3;W
6;4;05:57:00;7;W
6;4;05:58:00;7;W
6;4;05:59:00;7;W
6;4;06:00:00;7;W
6;4;06:01:00;7;W
6;4;06:03:00;7;W
6;4;06:05:00;7;W
6;4;06:06:00;7;W
6;4;06:08:00;7;W
6;4;06:10:00;7;W
6;4;06:12:00;7;W
6;4;06:14:00;7;W
6;4;06:15:00;7;W
6;4;06:16:00;7;W
6;4;06:17:00;7;W
6;4;06:18:00;7;W
6;4;06:20:00;7;W
6;4;06:22:00;7;W
6;4;06:24:00;7;W
6;4;06:25:00;8;W
6;4;06:27:00;8;W
6;4;06:30:00;8;W
6;4;06:31:00;8;W
6;4;06:32:00;8;W
6;4;06:33:00;8;W
6;4;06:35:00;8;W
6;4;06:36:00;8;W
6;4;06:38:00;8;W
6;4;06:39:00;8;W
6;4;06:40:00;8;W
6;4;06:41:00;8;W
6;4;06:43:00;8;W
6;4;06:45:00;8;W
6;4;06:47:00;8;W
6;4;06:49:00;8;W
6;4;06:50:00;8;W
6;4;06:52:00;8;W
6;9;08:52:00;8;W
7;4;06:27:00;2;W
7;4;06:28:00;2;W
7;4;06:29:00;2;W
7;4;06:30:00;2;W
7;4;06:31:00;2;W
7;4;06:33:00;2;W
7;4;06:35:00;2;W
7;4;06:36:00;2;W
7;4;06:37:00;2;W
7;4;06:38:00;2;W
7;4;06:39:00;2;W
7;4;06:40:00;2;W
7;4;06:41:00;2;W
7;4;06:42:00;2;W
7;4;06:43:00;2;W
7;4;06:45:00;2;W
7;4;06:47:00;2;W
7;4;06:49:00;2;W
7;4;06:53:00;3;W
7;4;06:55:00;3;W
7;4;06:58:00;3;W
7;4;06:59:00;3;W
7;4;07:00:00;3;W
7;4;07:01:00;3;W
7;4;07:03:00;3;W
7;4;07:04:00;3;W
7;4;07:06:00;3;W
7;4;07:07:00;3;W
7;4;07:08:00;3;W
7;4;07:10:00;3;W
7;4;07:12:00;3;W
7;4;07:14:00;3;W
7;4;07:15:00;3;W
7;4;07:17:00;3;W
8;4;06:57:00;7;W
8;4;06:58:00;7;W
8;4;06:59:00;7;W
8;4;07:00:00;7;W
8;4;07:01:00;7;W
8;4;07:03:00;7;W
8;4;07:05:00;7;W
8;4;07:06:00;7;W
8;4;07:08:00;7;W
8;4;07:10:00;7;W
8;4;07:12:00;7;W
8;4;07:14:00;7;W
8;4;07:15:00;7;W
8;4;07:16:00;7;W
8;4;07:17:00;7;W
8;4;07:18:00;7;W
8;4;07:20:00;7;W
8;4;07:22:00;7;W
8;4;07:24:00;7;W
8;4;07:25:00;8;W
8;4;07:27:00;8;W
8;4;07:30:00;8;W
8;4;07:31:00;8;W
8;4;07:32:00;8;W
8;4;07:33:00;8;W
8;4;07:35:00;8;W
8;4;07:36:00;8;W
8;4;07:38:00;8;W
8;4;07:39:00;8;W
8;4;07:40:00;8;W
8;4;07:41:00;8;W
8;4;07:43:00;8;W
8;4;07:45:00;8;W
8;4;07:47:00;8;W
8;4;07:49:00;8;W
8;4;07:50:00;8;W
8;4;07:52:00;8;W
8;9;09:27:00;8;W
9;4;07:27:00;2;W
9;4;07:28:00;2;W
9;4;07:29:00;2;W
9;4;07:30:00;2;W
9;4;07:31:00;2;W
9;4;07:33:00;2;W
9;4;07:35:00;2;W
9;4;07:36:00;2;W
9;4;07:37:00;2;W
9;4;07:38:00;2;W
9;4;07:39:00;2;W
9;4;07:40:00;2;W
9;4;07:41:00;2;W
9;4;07:42:00;2;W
9;4;07:43:00;2;W
9;4;07:45:00;2;W
9;4;07:47:00;2;W
9;4;07:49:00;2;W
9;4;07:58:00;3;W
9;4;08:00:00;3;W
9;4;08:03:00;3;W
9;4;08:04:00;3;W
9;4;08:05:00;3;W
9;4;08:06:00;3;W
9;4;08:08:00;3;W
9;4;08:09:00;3;W
9;4;08:11:00;3;W
9;4;08:12:00;3;W
9;4;08:13:00;3;W
9;4;08:15:00;3;W
9;4;08:17:00;3;W
9;4;08:19:00;3;W
9;4;08:20:00;3;W
9;4;08:22:00;3;W
10;4;07:57:00;7;W
10;4;07:58:00;7;W
10;4;07:59:00;7;W
10;4;08:00:00;7;W
10;4;08:01:00;7;W
10;4;08:03:00;7;W
10;4;08:05:00;7;W
10;4;08:06:00;7;W
10;4;08:08:00;7;W
10;4;08:10:00;7;W
10;4;08:12:00;7;W
10;4;08:14:00;7;W
10;4;08:15:00;7;W
10;4;08:16:00;7;W
10;4;08:17:00;7;W
10;4;08:18:00;7;W
10;4;08:20:00;7;W
10;4;08:22:00;7;W
